run_id,sample_id,sample_alias,biosample_id,bioproject_id,library_layout,amplicon,experiment_title,experiment_id,experiment_instrument,experiment_platform
SRR5135059,aab5fd4029e7,PsCoc_T7_517_C4,SAMN06190411,PRJNA359237,SINGLE,bac_16s,Community analysis reveals microbial sharing and specialization in a Costa Rican    ant-plant-hemipteran symbiosis,SRX2450496,454 GS FLX Titanium,LS454
SRR5135687,aab5fd4029e7,PsCoc_T7_517_C4,SAMN06191536,PRJNA359237,SINGLE,fun_its,Community analysis reveals microbial sharing and specialization in a Costa Rican    ant-plant-hemipteran symbiosis,SRX2451290,454 GS FLX Titanium,LS454
SRR5135024,b3d3fffb94be,Coc_T6_520_E3,SAMN06190399,PRJNA359237,SINGLE,bac_16s,Community analysis reveals microbial sharing and specialization in a Costa Rican    ant-plant-hemipteran symbiosis,SRX2450461,454 GS FLX Titanium,LS454
SRR5135678,b3d3fffb94be,Coc_T6_520_E3,SAMN06191525,PRJNA359237,SINGLE,fun_its,Community analysis reveals microbial sharing and specialization in a Costa Rican    ant-plant-hemipteran symbiosis,SRX2451281,454 GS FLX Titanium,LS454
SRR5135046,b454ffe877ab,Cephdom_T7_515_D4,SAMN06190394,PRJNA359237,SINGLE,bac_16s,Community analysis reveals microbial sharing and specialization in a Costa Rican    ant-plant-hemipteran symbiosis,SRX2450483,454 GS FLX Titanium,LS454
SRR5135692,b454ffe877ab,Cephdom_T7_515_D4,SAMN06191520,PRJNA359237,SINGLE,fun_its,Community analysis reveals microbial sharing and specialization in a Costa Rican    ant-plant-hemipteran symbiosis,SRX2451295,454 GS FLX Titanium,LS454
SRR5135056,bde2778cdd33,Azdom_T6_518_D9,SAMN06190373,PRJNA359237,SINGLE,bac_16s,Community analysis reveals microbial sharing and specialization in a Costa Rican    ant-plant-hemipteran symbiosis,SRX2450493,454 GS FLX Titanium,LS454
SRR5135689,bde2778cdd33,Azdom_T6_518_D9,SAMN06191507,PRJNA359237,SINGLE,fun_its,Community analysis reveals microbial sharing and specialization in a Costa Rican    ant-plant-hemipteran symbiosis,SRX2451292,454 GS FLX Titanium,LS454
SRR5135039,c7ad9ff9377e,Ceph_T4_425_1_A2,SAMN06190382,PRJNA359237,SINGLE,bac_16s,Community analysis reveals microbial sharing and specialization in a Costa Rican    ant-plant-hemipteran symbiosis,SRX2450476,454 GS FLX Titanium,LS454
SRR5135670,c7ad9ff9377e,Ceph_T4_425_1_A2,SAMN06191512,PRJNA359237,SINGLE,fun_its,Community analysis reveals microbial sharing and specialization in a Costa Rican    ant-plant-hemipteran symbiosis,SRX2451273,454 GS FLX Titanium,LS454
SRR5135036,ccc45a14b919,Cephdom_T2_531_D12,SAMN06190392,PRJNA359237,SINGLE,bac_16s,Community analysis reveals microbial sharing and specialization in a Costa Rican    ant-plant-hemipteran symbiosis,SRX2450473,454 GS FLX Titanium,LS454
SRR5135663,ccc45a14b919,Cephdom_T2_531_D12,SAMN06191518,PRJNA359237,SINGLE,fun_its,Community analysis reveals microbial sharing and specialization in a Costa Rican    ant-plant-hemipteran symbiosis,SRX2451266,454 GS FLX Titanium,LS454
SRR5135073,de4a13dacb09,Leaf_T2_507_D11,SAMN06190401,PRJNA359237,SINGLE,bac_16s,Community analysis reveals microbial sharing and specialization in a Costa Rican    ant-plant-hemipteran symbiosis,SRX2450510,454 GS FLX Titanium,LS454
SRR5135693,de4a13dacb09,Leaf_T2_507_D11,SAMN06191527,PRJNA359237,SINGLE,fun_its,Community analysis reveals microbial sharing and specialization in a Costa Rican    ant-plant-hemipteran symbiosis,SRX2451296,454 GS FLX Titanium,LS454
SRR5135027,e234a485b156,Ceph_T4_425_2_A4,SAMN06190383,PRJNA359237,SINGLE,bac_16s,Community analysis reveals microbial sharing and specialization in a Costa Rican    ant-plant-hemipteran symbiosis,SRX2450464,454 GS FLX Titanium,LS454
SRR5135677,e234a485b156,Ceph_T4_425_2_A4,SAMN06191513,PRJNA359237,SINGLE,fun_its,Community analysis reveals microbial sharing and specialization in a Costa Rican    ant-plant-hemipteran symbiosis,SRX2451280,454 GS FLX Titanium,LS454
SRR5135048,f185503cbf9d,Leaf_T4_488_B5,SAMN06190402,PRJNA359237,SINGLE,bac_16s,Community analysis reveals microbial sharing and specialization in a Costa Rican    ant-plant-hemipteran symbiosis,SRX2450485,454 GS FLX Titanium,LS454
SRR5135666,f185503cbf9d,Leaf_T4_488_B5,SAMN06191528,PRJNA359237,SINGLE,fun_its,Community analysis reveals microbial sharing and specialization in a Costa Rican    ant-plant-hemipteran symbiosis,SRX2451269,454 GS FLX Titanium,LS454
SRR5457299,509fe5fab89c,S4,SAMN06671943,PRJNA378860,PAIRED,bac_16s,16S rRNA gene sequencing of diesel polluted soil metagenome,SRX2745368,Illumina MiSeq,ILLUMINA
SRR5457497,509fe5fab89c,S4,SAMN06671943,PRJNA378860,PAIRED,fun_its,ITS amplicon sequencing of diesel polluted soil metagenome,SRX2745560,Illumina MiSeq,ILLUMINA
SRR5457301,6fb155c0a708,S2,SAMN06671907,PRJNA378860,PAIRED,bac_16s,16S rRNA gene sequencing of non polluted soil metagenome,SRX2745370,Illumina MiSeq,ILLUMINA
SRR5457499,6fb155c0a708,S2,SAMN06671907,PRJNA378860,PAIRED,fun_its,ITS amplicon sequencing of non polluted soil metagenome,SRX2745562,Illumina MiSeq,ILLUMINA
SRR5457298,b2df66c82214,S5,SAMN06671942,PRJNA378860,PAIRED,bac_16s,16S rRNA gene sequencing of gasoline polluted soil metagenome,SRX2745367,Illumina MiSeq,ILLUMINA
SRR5457496,b2df66c82214,S5,SAMN06671942,PRJNA378860,PAIRED,fun_its,ITS amplicon sequencing of gasoline polluted soil metagenome,SRX2745559,Illumina MiSeq,ILLUMINA
SRR5457302,e56a597616c9,S1,SAMN06669316,PRJNA378860,PAIRED,bac_16s,16S rRNA gene sequencing of non polluted soil metagenome,SRX2745371,Illumina MiSeq,ILLUMINA
SRR5457500,e56a597616c9,S1,SAMN06669316,PRJNA378860,PAIRED,fun_its,ITS amplicon sequencing of non polluted soil metagenome,SRX2745563,Illumina MiSeq,ILLUMINA
SRR5457300,eacc79dd02b1,S3,SAMN06671908,PRJNA378860,PAIRED,bac_16s,16S rRNA gene sequencing of petroleum polluted soil metagenome,SRX2745369,Illumina MiSeq,ILLUMINA
SRR5457498,eacc79dd02b1,S3,SAMN06671908,PRJNA378860,PAIRED,fun_its,ITS amplicon sequencing of petroleum polluted soil metagenome,SRX2745561,Illumina MiSeq,ILLUMINA
SRR6027514,00e2e7a050e7,58,SAMN07628142,PRJNA406830,SINGLE,bac_16s,bacteria58,SRX3177924,Illumina MiSeq,ILLUMINA
SRR6027569,00e2e7a050e7,58,SAMN07628232,PRJNA406830,SINGLE,fun_its,fungi58,SRX3177869,Illumina MiSeq,ILLUMINA
SRR6027419,045c23a1d14c,84,SAMN07628168,PRJNA406830,SINGLE,bac_16s,bacteria84,SRX3178019,Illumina MiSeq,ILLUMINA
SRR6027411,045c23a1d14c,84,SAMN07628258,PRJNA406830,SINGLE,fun_its,fungi84,SRX3178027,Illumina MiSeq,ILLUMINA
SRR6027443,04c67fe74417,74,SAMN07628158,PRJNA406830,SINGLE,bac_16s,bacteria74,SRX3177995,Illumina MiSeq,ILLUMINA
SRR6027502,04c67fe74417,74,SAMN07628248,PRJNA406830,SINGLE,fun_its,fungi74,SRX3177936,Illumina MiSeq,ILLUMINA
SRR6027574,053f24cc71a3,33,SAMN07628117,PRJNA406830,SINGLE,bac_16s,bacteria33,SRX3177864,Illumina MiSeq,ILLUMINA
SRR6027382,053f24cc71a3,33,SAMN07628207,PRJNA406830,SINGLE,fun_its,fungi33,SRX3178056,Illumina MiSeq,ILLUMINA
SRR6027499,0552376a9415,8,SAMN07628092,PRJNA406830,SINGLE,bac_16s,bacteria8,SRX3177939,Illumina MiSeq,ILLUMINA
SRR6027367,0552376a9415,8,SAMN07628182,PRJNA406830,SINGLE,fun_its,fungi8,SRX3178071,Illumina MiSeq,ILLUMINA
SRR6027497,06603d04d6e4,9,SAMN07628093,PRJNA406830,SINGLE,bac_16s,bacteria9,SRX3177941,Illumina MiSeq,ILLUMINA
SRR6027364,06603d04d6e4,9,SAMN07628183,PRJNA406830,SINGLE,fun_its,fungi9,SRX3178074,Illumina MiSeq,ILLUMINA
SRR6027420,06ba2434e56d,85,SAMN07628169,PRJNA406830,SINGLE,bac_16s,bacteria85,SRX3178018,Illumina MiSeq,ILLUMINA
SRR6027412,06ba2434e56d,85,SAMN07628259,PRJNA406830,SINGLE,fun_its,fungi85,SRX3178026,Illumina MiSeq,ILLUMINA
SRR6027442,08c0837a291f,75,SAMN07628159,PRJNA406830,SINGLE,bac_16s,bacteria75,SRX3177996,Illumina MiSeq,ILLUMINA
SRR6027505,08c0837a291f,75,SAMN07628249,PRJNA406830,SINGLE,fun_its,fungi75,SRX3177933,Illumina MiSeq,ILLUMINA
SRR6027543,090e5b23a3d3,46,SAMN07628130,PRJNA406830,SINGLE,bac_16s,bacteria46,SRX3177895,Illumina MiSeq,ILLUMINA
SRR6027535,090e5b23a3d3,46,SAMN07628220,PRJNA406830,SINGLE,fun_its,fungi46,SRX3177903,Illumina MiSeq,ILLUMINA
SRR6027568,0a8007aed4a9,39,SAMN07628123,PRJNA406830,SINGLE,bac_16s,bacteria39,SRX3177870,Illumina MiSeq,ILLUMINA
SRR6027374,0a8007aed4a9,39,SAMN07628213,PRJNA406830,SINGLE,fun_its,fungi39,SRX3178064,Illumina MiSeq,ILLUMINA
SRR6027542,0bb00ffe137b,45,SAMN07628129,PRJNA406830,SINGLE,bac_16s,bacteria45,SRX3177896,Illumina MiSeq,ILLUMINA
SRR6027534,0bb00ffe137b,45,SAMN07628219,PRJNA406830,SINGLE,fun_its,fungi45,SRX3177904,Illumina MiSeq,ILLUMINA
SRR6027561,13aa5037189c,4,SAMN07628088,PRJNA406830,SINGLE,bac_16s,bacteria4,SRX3177877,Illumina MiSeq,ILLUMINA
SRR6027371,13aa5037189c,4,SAMN07628178,PRJNA406830,SINGLE,fun_its,fungi4,SRX3178067,Illumina MiSeq,ILLUMINA
SRR6027578,15496365bdeb,37,SAMN07628121,PRJNA406830,SINGLE,bac_16s,bacteria37,SRX3177860,Illumina MiSeq,ILLUMINA
SRR6027378,15496365bdeb,37,SAMN07628211,PRJNA406830,SINGLE,fun_its,fungi37,SRX3178060,Illumina MiSeq,ILLUMINA
SRR6027614,1766f949d52c,28,SAMN07628112,PRJNA406830,SINGLE,bac_16s,bacteria28,SRX3177824,Illumina MiSeq,ILLUMINA
SRR6027606,1766f949d52c,28,SAMN07628202,PRJNA406830,SINGLE,fun_its,fungi28,SRX3177832,Illumina MiSeq,ILLUMINA
SRR6027501,1afb15617e97,59,SAMN07628143,PRJNA406830,SINGLE,bac_16s,bacteria59,SRX3177937,Illumina MiSeq,ILLUMINA
SRR6027407,1afb15617e97,59,SAMN07628233,PRJNA406830,SINGLE,fun_its,fungi59,SRX3178031,Illumina MiSeq,ILLUMINA
SRR6027509,1b85c5525043,51,SAMN07628135,PRJNA406830,SINGLE,bac_16s,bacteria51,SRX3177929,Illumina MiSeq,ILLUMINA
SRR6027426,1b85c5525043,51,SAMN07628225,PRJNA406830,SINGLE,fun_its,fungi51,SRX3178012,Illumina MiSeq,ILLUMINA
SRR6027618,2263b607808e,24,SAMN07628108,PRJNA406830,SINGLE,bac_16s,bacteria24,SRX3177820,Illumina MiSeq,ILLUMINA
SRR6027610,2263b607808e,24,SAMN07628198,PRJNA406830,SINGLE,fun_its,fungi24,SRX3177828,Illumina MiSeq,ILLUMINA
SRR6027417,2760bd52b840,82,SAMN07628166,PRJNA406830,SINGLE,bac_16s,bacteria82,SRX3178021,Illumina MiSeq,ILLUMINA
SRR6027409,2760bd52b840,82,SAMN07628256,PRJNA406830,SINGLE,fun_its,fungi82,SRX3178029,Illumina MiSeq,ILLUMINA
SRR6027510,2a11d1d43e42,54,SAMN07628138,PRJNA406830,SINGLE,bac_16s,bacteria54,SRX3177928,Illumina MiSeq,ILLUMINA
SRR6027565,2a11d1d43e42,54,SAMN07628228,PRJNA406830,SINGLE,fun_its,fungi54,SRX3177873,Illumina MiSeq,ILLUMINA
SRR6027441,333402c95c09,76,SAMN07628160,PRJNA406830,SINGLE,bac_16s,bacteria76,SRX3177997,Illumina MiSeq,ILLUMINA
SRR6027504,333402c95c09,76,SAMN07628250,PRJNA406830,SINGLE,fun_its,fungi76,SRX3177934,Illumina MiSeq,ILLUMINA
SRR6027615,3849ad15a213,25,SAMN07628109,PRJNA406830,SINGLE,bac_16s,bacteria25,SRX3177823,Illumina MiSeq,ILLUMINA
SRR6027607,3849ad15a213,25,SAMN07628199,PRJNA406830,SINGLE,fun_its,fungi25,SRX3177831,Illumina MiSeq,ILLUMINA
SRR6027538,3dcd988eaf1e,49,SAMN07628133,PRJNA406830,SINGLE,bac_16s,bacteria49,SRX3177900,Illumina MiSeq,ILLUMINA
SRR6027532,3dcd988eaf1e,49,SAMN07628223,PRJNA406830,SINGLE,fun_its,fungi49,SRX3177906,Illumina MiSeq,ILLUMINA
SRR6027485,4961d640c6f0,7,SAMN07628091,PRJNA406830,SINGLE,bac_16s,bacteria7,SRX3177953,Illumina MiSeq,ILLUMINA
SRR6027368,4961d640c6f0,7,SAMN07628181,PRJNA406830,SINGLE,fun_its,fungi7,SRX3178070,Illumina MiSeq,ILLUMINA
SRR6027422,4ae7e5689469,87,SAMN07628171,PRJNA406830,SINGLE,bac_16s,bacteria87,SRX3178016,Illumina MiSeq,ILLUMINA
SRR6027414,4ae7e5689469,87,SAMN07628261,PRJNA406830,SINGLE,fun_its,fungi87,SRX3178024,Illumina MiSeq,ILLUMINA
SRR6027478,50aba842a183,67,SAMN07628151,PRJNA406830,SINGLE,bac_16s,bacteria67,SRX3177960,Illumina MiSeq,ILLUMINA
SRR6027470,50aba842a183,67,SAMN07628241,PRJNA406830,SINGLE,fun_its,fungi67,SRX3177968,Illumina MiSeq,ILLUMINA
SRR6027477,5121c9abcfe5,62,SAMN07628146,PRJNA406830,SINGLE,bac_16s,bacteria62,SRX3177961,Illumina MiSeq,ILLUMINA
SRR6027528,5121c9abcfe5,62,SAMN07628236,PRJNA406830,SINGLE,fun_its,fungi62,SRX3177910,Illumina MiSeq,ILLUMINA
SRR6027392,53cd371abcd3,20,SAMN07628104,PRJNA406830,SINGLE,bac_16s,bacteria20,SRX3178046,Illumina MiSeq,ILLUMINA
SRR6027594,53cd371abcd3,20,SAMN07628194,PRJNA406830,SINGLE,fun_its,fungi20,SRX3177844,Illumina MiSeq,ILLUMINA
SRR6027567,53f4b8a09159,40,SAMN07628124,PRJNA406830,SINGLE,bac_16s,bacteria40,SRX3177871,Illumina MiSeq,ILLUMINA
SRR6027373,53f4b8a09159,40,SAMN07628214,PRJNA406830,SINGLE,fun_its,fungi40,SRX3178065,Illumina MiSeq,ILLUMINA
SRR6027425,57a0d4195234,90,SAMN07628174,PRJNA406830,SINGLE,bac_16s,bacteria90,SRX3178013,Illumina MiSeq,ILLUMINA
SRR6027406,57a0d4195234,90,SAMN07628264,PRJNA406830,SINGLE,fun_its,fungi90,SRX3178032,Illumina MiSeq,ILLUMINA
SRR6027474,59cdd4963861,63,SAMN07628147,PRJNA406830,SINGLE,bac_16s,bacteria63,SRX3177964,Illumina MiSeq,ILLUMINA
SRR6027466,59cdd4963861,63,SAMN07628237,PRJNA406830,SINGLE,fun_its,fungi63,SRX3177972,Illumina MiSeq,ILLUMINA
SRR6027444,5c0aee1128b4,73,SAMN07628157,PRJNA406830,SINGLE,bac_16s,bacteria73,SRX3177994,Illumina MiSeq,ILLUMINA
SRR6027503,5c0aee1128b4,73,SAMN07628247,PRJNA406830,SINGLE,fun_its,fungi73,SRX3177935,Illumina MiSeq,ILLUMINA
SRR6027544,5f8763876d77,47,SAMN07628131,PRJNA406830,SINGLE,bac_16s,bacteria47,SRX3177894,Illumina MiSeq,ILLUMINA
SRR6027536,5f8763876d77,47,SAMN07628221,PRJNA406830,SINGLE,fun_its,fungi47,SRX3177902,Illumina MiSeq,ILLUMINA
SRR6027438,61174c5e3476,79,SAMN07628163,PRJNA406830,SINGLE,bac_16s,bacteria79,SRX3178000,Illumina MiSeq,ILLUMINA
SRR6027484,61174c5e3476,79,SAMN07628253,PRJNA406830,SINGLE,fun_its,fungi79,SRX3177954,Illumina MiSeq,ILLUMINA
SRR6027463,68a9a40b2594,6,SAMN07628090,PRJNA406830,SINGLE,bac_16s,bacteria6,SRX3177975,Illumina MiSeq,ILLUMINA
SRR6027365,68a9a40b2594,6,SAMN07628180,PRJNA406830,SINGLE,fun_its,fungi6,SRX3178073,Illumina MiSeq,ILLUMINA
SRR6027465,68fc2860641e,3,SAMN07628087,PRJNA406830,SINGLE,bac_16s,bacteria3,SRX3177973,Illumina MiSeq,ILLUMINA
SRR6027372,68fc2860641e,3,SAMN07628177,PRJNA406830,SINGLE,fun_its,fungi3,SRX3178066,Illumina MiSeq,ILLUMINA
SRR6027385,6cf2c0cfb6e4,18,SAMN07628102,PRJNA406830,SINGLE,bac_16s,bacteria18,SRX3178053,Illumina MiSeq,ILLUMINA
SRR6027596,6cf2c0cfb6e4,18,SAMN07628192,PRJNA406830,SINGLE,fun_its,fungi18,SRX3177842,Illumina MiSeq,ILLUMINA
SRR6027512,6fcf2f3b12f0,56,SAMN07628140,PRJNA406830,SINGLE,bac_16s,bacteria56,SRX3177926,Illumina MiSeq,ILLUMINA
SRR6027571,6fcf2f3b12f0,56,SAMN07628230,PRJNA406830,SINGLE,fun_its,fungi56,SRX3177867,Illumina MiSeq,ILLUMINA
SRR6027481,70e4cdafdb13,66,SAMN07628150,PRJNA406830,SINGLE,bac_16s,bacteria66,SRX3177957,Illumina MiSeq,ILLUMINA
SRR6027473,70e4cdafdb13,66,SAMN07628240,PRJNA406830,SINGLE,fun_its,fungi66,SRX3177965,Illumina MiSeq,ILLUMINA
SRR6027423,72882bc4f977,88,SAMN07628172,PRJNA406830,SINGLE,bac_16s,bacteria88,SRX3178015,Illumina MiSeq,ILLUMINA
SRR6027415,72882bc4f977,88,SAMN07628262,PRJNA406830,SINGLE,fun_its,fungi88,SRX3178023,Illumina MiSeq,ILLUMINA
SRR6027619,783867e798b7,21,SAMN07628105,PRJNA406830,SINGLE,bac_16s,bacteria21,SRX3177819,Illumina MiSeq,ILLUMINA
SRR6027611,783867e798b7,21,SAMN07628195,PRJNA406830,SINGLE,fun_its,fungi21,SRX3177827,Illumina MiSeq,ILLUMINA
SRR6027468,7887574bf07e,69,SAMN07628153,PRJNA406830,SINGLE,bac_16s,bacteria69,SRX3177970,Illumina MiSeq,ILLUMINA
SRR6027550,7887574bf07e,69,SAMN07628243,PRJNA406830,SINGLE,fun_its,fungi69,SRX3177888,Illumina MiSeq,ILLUMINA
SRR6027437,7934e68ee1f4,80,SAMN07628164,PRJNA406830,SINGLE,bac_16s,bacteria80,SRX3178001,Illumina MiSeq,ILLUMINA
SRR6027483,7934e68ee1f4,80,SAMN07628254,PRJNA406830,SINGLE,fun_its,fungi80,SRX3177955,Illumina MiSeq,ILLUMINA
SRR6027498,7a59e3601da7,10,SAMN07628094,PRJNA406830,SINGLE,bac_16s,bacteria10,SRX3177940,Illumina MiSeq,ILLUMINA
SRR6027363,7a59e3601da7,10,SAMN07628184,PRJNA406830,SINGLE,fun_its,fungi10,SRX3178075,Illumina MiSeq,ILLUMINA
SRR6027421,7ad632927722,86,SAMN07628170,PRJNA406830,SINGLE,bac_16s,bacteria86,SRX3178017,Illumina MiSeq,ILLUMINA
SRR6027413,7ad632927722,86,SAMN07628260,PRJNA406830,SINGLE,fun_its,fungi86,SRX3178025,Illumina MiSeq,ILLUMINA
SRR6027476,7bf48b303fe4,61,SAMN07628145,PRJNA406830,SINGLE,bac_16s,bacteria61,SRX3177962,Illumina MiSeq,ILLUMINA
SRR6027527,7bf48b303fe4,61,SAMN07628235,PRJNA406830,SINGLE,fun_its,fungi61,SRX3177911,Illumina MiSeq,ILLUMINA
SRR6027539,7e3e6770fcf4,50,SAMN07628134,PRJNA406830,SINGLE,bac_16s,bacteria50,SRX3177899,Illumina MiSeq,ILLUMINA
SRR6027482,7e3e6770fcf4,50,SAMN07628224,PRJNA406830,SINGLE,fun_its,fungi50,SRX3177956,Illumina MiSeq,ILLUMINA
SRR6027446,829cc00f5807,71,SAMN07628155,PRJNA406830,SINGLE,bac_16s,bacteria71,SRX3177992,Illumina MiSeq,ILLUMINA
SRR6027460,829cc00f5807,71,SAMN07628245,PRJNA406830,SINGLE,fun_its,fungi71,SRX3177978,Illumina MiSeq,ILLUMINA
SRR6027573,85bbd8c77d71,34,SAMN07628118,PRJNA406830,SINGLE,bac_16s,bacteria34,SRX3177865,Illumina MiSeq,ILLUMINA
SRR6027381,85bbd8c77d71,34,SAMN07628208,PRJNA406830,SINGLE,fun_its,fungi34,SRX3178057,Illumina MiSeq,ILLUMINA
SRR6027386,8735fd60ce59,17,SAMN07628101,PRJNA406830,SINGLE,bac_16s,bacteria17,SRX3178052,Illumina MiSeq,ILLUMINA
SRR6027595,8735fd60ce59,17,SAMN07628191,PRJNA406830,SINGLE,fun_its,fungi17,SRX3177843,Illumina MiSeq,ILLUMINA
SRR6027475,89959fe36aab,64,SAMN07628148,PRJNA406830,SINGLE,bac_16s,bacteria64,SRX3177963,Illumina MiSeq,ILLUMINA
SRR6027467,89959fe36aab,64,SAMN07628238,PRJNA406830,SINGLE,fun_its,fungi64,SRX3177971,Illumina MiSeq,ILLUMINA
SRR6027393,8ea57c165025,19,SAMN07628103,PRJNA406830,SINGLE,bac_16s,bacteria19,SRX3178045,Illumina MiSeq,ILLUMINA
SRR6027593,8ea57c165025,19,SAMN07628193,PRJNA406830,SINGLE,fun_its,fungi19,SRX3177845,Illumina MiSeq,ILLUMINA
SRR6027390,91550399168e,13,SAMN07628097,PRJNA406830,SINGLE,bac_16s,bacteria13,SRX3178048,Illumina MiSeq,ILLUMINA
SRR6027599,91550399168e,13,SAMN07628187,PRJNA406830,SINGLE,fun_its,fungi13,SRX3177839,Illumina MiSeq,ILLUMINA
SRR6027479,965162ef622d,68,SAMN07628152,PRJNA406830,SINGLE,bac_16s,bacteria68,SRX3177959,Illumina MiSeq,ILLUMINA
SRR6027471,965162ef622d,68,SAMN07628242,PRJNA406830,SINGLE,fun_its,fungi68,SRX3177967,Illumina MiSeq,ILLUMINA
SRR6027388,992166a51faf,11,SAMN07628095,PRJNA406830,SINGLE,bac_16s,bacteria11,SRX3178050,Illumina MiSeq,ILLUMINA
SRR6027601,992166a51faf,11,SAMN07628185,PRJNA406830,SINGLE,fun_its,fungi11,SRX3177837,Illumina MiSeq,ILLUMINA
SRR6027416,a110c67ec1e7,81,SAMN07628165,PRJNA406830,SINGLE,bac_16s,bacteria81,SRX3178022,Illumina MiSeq,ILLUMINA
SRR6027408,a110c67ec1e7,81,SAMN07628255,PRJNA406830,SINGLE,fun_its,fungi81,SRX3178030,Illumina MiSeq,ILLUMINA
SRR6027515,a2044be90595,57,SAMN07628141,PRJNA406830,SINGLE,bac_16s,bacteria57,SRX3177923,Illumina MiSeq,ILLUMINA
SRR6027570,a2044be90595,57,SAMN07628231,PRJNA406830,SINGLE,fun_its,fungi57,SRX3177868,Illumina MiSeq,ILLUMINA
SRR6027577,a390c69e96d4,38,SAMN07628122,PRJNA406830,SINGLE,bac_16s,bacteria38,SRX3177861,Illumina MiSeq,ILLUMINA
SRR6027377,a390c69e96d4,38,SAMN07628212,PRJNA406830,SINGLE,fun_its,fungi38,SRX3178061,Illumina MiSeq,ILLUMINA
SRR6027580,a39ea5c49785,35,SAMN07628119,PRJNA406830,SINGLE,bac_16s,bacteria35,SRX3177858,Illumina MiSeq,ILLUMINA
SRR6027376,a39ea5c49785,35,SAMN07628209,PRJNA406830,SINGLE,fun_its,fungi35,SRX3178062,Illumina MiSeq,ILLUMINA
SRR6027547,a4cf7145c8b5,42,SAMN07628126,PRJNA406830,SINGLE,bac_16s,bacteria42,SRX3177891,Illumina MiSeq,ILLUMINA
SRR6027458,a4cf7145c8b5,42,SAMN07628216,PRJNA406830,SINGLE,fun_its,fungi42,SRX3177980,Illumina MiSeq,ILLUMINA
SRR6027546,a7b14ad820bc,41,SAMN07628125,PRJNA406830,SINGLE,bac_16s,bacteria41,SRX3177892,Illumina MiSeq,ILLUMINA
SRR6027455,a7b14ad820bc,41,SAMN07628215,PRJNA406830,SINGLE,fun_its,fungi41,SRX3177983,Illumina MiSeq,ILLUMINA
SRR6027622,a7d13f192f0c,30,SAMN07628114,PRJNA406830,SINGLE,bac_16s,bacteria30,SRX3177816,Illumina MiSeq,ILLUMINA
SRR6027604,a7d13f192f0c,30,SAMN07628204,PRJNA406830,SINGLE,fun_its,fungi30,SRX3177834,Illumina MiSeq,ILLUMINA
SRR6027508,a8d9f1c44033,52,SAMN07628136,PRJNA406830,SINGLE,bac_16s,bacteria52,SRX3177930,Illumina MiSeq,ILLUMINA
SRR6027591,a8d9f1c44033,52,SAMN07628226,PRJNA406830,SINGLE,fun_its,fungi52,SRX3177847,Illumina MiSeq,ILLUMINA
SRR6027480,b061fe72fc9d,65,SAMN07628149,PRJNA406830,SINGLE,bac_16s,bacteria65,SRX3177958,Illumina MiSeq,ILLUMINA
SRR6027472,b061fe72fc9d,65,SAMN07628239,PRJNA406830,SINGLE,fun_its,fungi65,SRX3177966,Illumina MiSeq,ILLUMINA
SRR6027418,b58f0c8a0f82,83,SAMN07628167,PRJNA406830,SINGLE,bac_16s,bacteria83,SRX3178020,Illumina MiSeq,ILLUMINA
SRR6027410,b58f0c8a0f82,83,SAMN07628257,PRJNA406830,SINGLE,fun_its,fungi83,SRX3178028,Illumina MiSeq,ILLUMINA
SRR6027511,b5f3d27bdafc,53,SAMN07628137,PRJNA406830,SINGLE,bac_16s,bacteria53,SRX3177927,Illumina MiSeq,ILLUMINA
SRR6027566,b5f3d27bdafc,53,SAMN07628227,PRJNA406830,SINGLE,fun_its,fungi53,SRX3177872,Illumina MiSeq,ILLUMINA
SRR6027620,b81621146f2c,22,SAMN07628106,PRJNA406830,SINGLE,bac_16s,bacteria22,SRX3177818,Illumina MiSeq,ILLUMINA
SRR6027612,b81621146f2c,22,SAMN07628196,PRJNA406830,SINGLE,fun_its,fungi22,SRX3177826,Illumina MiSeq,ILLUMINA
SRR6027592,bb18d7dc59e2,2,SAMN07628086,PRJNA406830,SINGLE,bac_16s,bacteria2,SRX3177846,Illumina MiSeq,ILLUMINA
SRR6027369,bb18d7dc59e2,2,SAMN07628176,PRJNA406830,SINGLE,fun_its,fungi2,SRX3178069,Illumina MiSeq,ILLUMINA
SRR6027384,bd0763120a40,15,SAMN07628099,PRJNA406830,SINGLE,bac_16s,bacteria15,SRX3178054,Illumina MiSeq,ILLUMINA
SRR6027597,bd0763120a40,15,SAMN07628189,PRJNA406830,SINGLE,fun_its,fungi15,SRX3177841,Illumina MiSeq,ILLUMINA
SRR6027439,bf304925004f,78,SAMN07628162,PRJNA406830,SINGLE,bac_16s,bacteria78,SRX3177999,Illumina MiSeq,ILLUMINA
SRR6027506,bf304925004f,78,SAMN07628252,PRJNA406830,SINGLE,fun_its,fungi78,SRX3177932,Illumina MiSeq,ILLUMINA
SRR6027548,c52d9e2f1139,43,SAMN07628127,PRJNA406830,SINGLE,bac_16s,bacteria43,SRX3177890,Illumina MiSeq,ILLUMINA
SRR6027540,c52d9e2f1139,43,SAMN07628217,PRJNA406830,SINGLE,fun_its,fungi43,SRX3177898,Illumina MiSeq,ILLUMINA
SRR6027462,ca58562bb33d,5,SAMN07628089,PRJNA406830,SINGLE,bac_16s,bacteria5,SRX3177976,Illumina MiSeq,ILLUMINA
