experiment_id,biosample_id,sample_id,experiment_title,experiment_instrument,experiment_platform
SRX3962460,SAMN08949840,55cc807ab853,MiSeq of Fungal ITS1 from Sample MFM_NPD1_bs2,Illumina MiSeq,ILLUMINA
SRX3962458,SAMN08949841,83928bb7ba7f,MiSeq of Bacterial 16S from Sample MFM_NPD1_bs3,Illumina MiSeq,ILLUMINA
SRX3962457,SAMN08949841,83928bb7ba7f,MiSeq of Fungal ITS1 from Sample MFM_NPD1_bs3,Illumina MiSeq,ILLUMINA
SRX3962455,SAMN08949810,d533159ccca3,MiSeq of Fungal ITS1 from Sample CM_ED1_rs1,Illumina MiSeq,ILLUMINA
SRX3962454,SAMN08949810,d533159ccca3,MiSeq of Bacterial 16S from Sample CM_ED1_rs1,Illumina MiSeq,ILLUMINA
SRX3962453,SAMN08949811,6dca1def6b14,MiSeq of Bacterial 16S from Sample CM_ED1_rs2,Illumina MiSeq,ILLUMINA
SRX3962451,SAMN08949809,f40da6efa381,MiSeq of Bacterial 16S from Sample CM_ED1_bs4,Illumina MiSeq,ILLUMINA
SRX3962449,SAMN08949809,f40da6efa381,MiSeq of Fungal ITS2 from Sample CM_ED1_bs4,Illumina MiSeq,ILLUMINA
SRX3962447,SAMN08949811,6dca1def6b14,MiSeq of Fungal ITS2 from Sample CM_ED1_rs2,Illumina MiSeq,ILLUMINA
SRX3962445,SAMN08949864,4a5d6975cf59,MiSeq of Fungal ITS1 from Sample MFM_VD1_bs2,Illumina MiSeq,ILLUMINA
SRX3962444,SAMN08949864,4a5d6975cf59,MiSeq of Bacterial 16S from Sample MFM_VD1_bs2,Illumina MiSeq,ILLUMINA
SRX3962443,SAMN08949863,21079b1ff439,MiSeq of Fungal ITS2 from Sample MFM_VD1_bs1,Illumina MiSeq,ILLUMINA
SRX3962441,SAMN08949863,21079b1ff439,MiSeq of Bacterial 16S from Sample MFM_VD1_bs1,Illumina MiSeq,ILLUMINA
SRX3962440,SAMN08949862,474dcc5f6b5c,MiSeq of Fungal ITS2 from Sample MFM_SD1_rs,Illumina MiSeq,ILLUMINA
SRX3962438,SAMN08949862,474dcc5f6b5c,MiSeq of Bacterial 16S from Sample MFM_SD1_rs,Illumina MiSeq,ILLUMINA
SRX3962437,SAMN08949874,09ec4eff7b60,MiSeq of Fungal ITS2 from Sample MFM_VD3_rs,Illumina MiSeq,ILLUMINA
SRX3962435,SAMN08949874,09ec4eff7b60,MiSeq of Bacterial 16S from Sample MFM_VD3_rs,Illumina MiSeq,ILLUMINA
SRX3962433,SAMN08949865,7d7d128c29e1,MiSeq of Bacterial 16S from Sample MFM_VD1_bs3,Illumina MiSeq,ILLUMINA
SRX3962430,SAMN08949838,c5dfcd75facd,MiSeq of Bacterial 16S from Sample CM_R1F_bs1,Illumina MiSeq,ILLUMINA
SRX3962429,SAMN08949837,61aea9360193,MiSeq of Fungal ITS2 from Sample CM_R1E_bs1,Illumina MiSeq,ILLUMINA
SRX3962427,SAMN08949837,61aea9360193,MiSeq of Bacterial 16S from Sample CM_R1E_bs1,Illumina MiSeq,ILLUMINA
SRX3962426,SAMN08949836,08aaa5686dae,MiSeq of Fungal ITS2 from Sample CM_R1D_rs,Illumina MiSeq,ILLUMINA
SRX3962424,SAMN08949836,08aaa5686dae,MiSeq of Bacterial 16S from Sample CM_R1D_rs,Illumina MiSeq,ILLUMINA
SRX3962423,SAMN08949835,13ea764c27a9,MiSeq of Fungal ITS2 from Sample CM_R1D_bs,Illumina MiSeq,ILLUMINA
SRX3962419,SAMN08949814,00ed650262c3,MiSeq of Bacterial 16S from Sample CM_ED2_rs,Illumina MiSeq,ILLUMINA
SRX3962418,SAMN08949814,00ed650262c3,MiSeq of Fungal ITS1 from Sample CM_ED2_rs,Illumina MiSeq,ILLUMINA
SRX3962417,SAMN08949813,78852bbeaba3,MiSeq of Fungal ITS1 from Sample CM_ED2_bs2,Illumina MiSeq,ILLUMINA
SRX3962415,SAMN08949812,fd0fc37b7e3d,MiSeq of Fungal ITS2 from Sample CM_ED2_bs,Illumina MiSeq,ILLUMINA
SRX3962414,SAMN08949813,78852bbeaba3,MiSeq of Bacterial 16S from Sample CM_ED2_bs2,Illumina MiSeq,ILLUMINA
SRX3962413,SAMN08949812,fd0fc37b7e3d,MiSeq of Bacterial 16S from Sample CM_ED2_bs,Illumina MiSeq,ILLUMINA
SRX3962411,SAMN08949822,b4f7d6cf550a,MiSeq of Bacterial 16S from Sample CM_ED4_bs2,Illumina MiSeq,ILLUMINA
SRX3962409,SAMN08949815,5b9f7145aba2,MiSeq of Bacterial 16S from Sample CM_ED3_bs1,Illumina MiSeq,ILLUMINA
SRX4124174,SAMN09259494,2944a657f0bf,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124173,SAMN09259493,3c0d255150df,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124171,SAMN09259495,66f00f4673e6,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124168,SAMN09259500,b2e3d7f818b8,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124167,SAMN09259499,e520d0207d80,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124166,SAMN09259502,61269cec1b61,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124165,SAMN09259501,ef182ef220c3,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124164,SAMN09259422,15f6e78bd4f8,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124163,SAMN09259421,883d450763c5,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124161,SAMN09259547,5b2f398e8249,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124160,SAMN09259546,1531b8e9719d,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124159,SAMN09259545,a4785ad86b5d,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124158,SAMN09259544,5add244d7998,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124157,SAMN09259543,4e68d2542f31,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124155,SAMN09259413,1531b8e9719d,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124154,SAMN09259416,5b2f398e8249,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124152,SAMN09259418,b8eafcd7f639,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124151,SAMN09259417,c7653a0b4f84,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124150,SAMN09259420,2fbc82c78829,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124149,SAMN09259419,b1d7a565ccd1,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124148,SAMN09259403,e92a2cb8f303,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124147,SAMN09259351,24d9e405bc1a,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124146,SAMN09259352,dcaa938332e9,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124141,SAMN09259343,5e0da5396f74,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124137,SAMN09259515,6d99db79cc69,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124136,SAMN09259516,3e6751b6dab5,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124134,SAMN09259514,eec70eaec948,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124133,SAMN09259519,f57ed5a5692e,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124131,SAMN09259517,e6106204921d,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124130,SAMN09259518,99d88f64e238,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124129,SAMN09259521,30de228febce,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124123,SAMN09259396,13a24911c9f4,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124119,SAMN09259400,afa5798a8237,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124115,SAMN09259489,96345e615a6b,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124114,SAMN09259490,a13de04b4163,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124113,SAMN09259483,c53f7910a948,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124112,SAMN09259484,d14b7f43010c,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124107,SAMN09259382,6d99db79cc69,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124106,SAMN09259381,eec70eaec948,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124105,SAMN09259380,a32316777e6f,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124102,SAMN09259377,53209f2729d9,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124101,SAMN09259376,61269cec1b61,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124100,SAMN09259375,ef182ef220c3,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124092,SAMN09259527,13a24911c9f4,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124088,SAMN09259531,afa5798a8237,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124087,SAMN09259405,30b4e95545c5,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124086,SAMN09259406,2d81096c70d8,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124085,SAMN09259482,e255f621f3ac,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124084,SAMN09259481,2b6578e03b18,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124083,SAMN09259409,2750fe6839ee,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124082,SAMN09259410,4e68d2542f31,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124081,SAMN09259407,9378ed15c551,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124080,SAMN09259408,18af8faa1241,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124075,SAMN09259480,dcaa938332e9,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124074,SAMN09259479,24d9e405bc1a,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124069,SAMN09259325,b2a40b2c48ec,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124068,SAMN09259326,939c9a1eda9a,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124058,SAMN09259383,3e6751b6dab5,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124057,SAMN09259384,e6106204921d,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124056,SAMN09259385,99d88f64e238,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124054,SAMN09259552,b1d7a565ccd1,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124053,SAMN09259388,f57ed5a5692e,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124051,SAMN09259390,30de228febce,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124048,SAMN09259411,5add244d7998,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124045,SAMN09259313,7abfe7eb9411,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124044,SAMN09259314,a51c2afca406,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124039,SAMN09259469,74420b040455,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124038,SAMN09259470,a60941038640,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124035,SAMN09259465,a5699746ce0e,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124031,SAMN09259551,b8eafcd7f639,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124030,SAMN09259471,5e0da5396f74,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124028,SAMN09259537,4d230a30cf3c,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124023,SAMN09259354,e255f621f3ac,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124022,SAMN09259353,2b6578e03b18,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124021,SAMN09259356,d14b7f43010c,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124020,SAMN09259355,c53f7910a948,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124019,SAMN09259362,a13de04b4163,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124018,SAMN09259361,96345e615a6b,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124010,SAMN09259454,939c9a1eda9a,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124009,SAMN09259453,b2a40b2c48ec,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124006,SAMN09259550,c7653a0b4f84,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124005,SAMN09259462,b313d4e70ae1,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124004,SAMN09259461,77f3971b6844,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124003,SAMN09259538,30b4e95545c5,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124002,SAMN09259539,2d81096c70d8,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124001,SAMN09259540,9378ed15c551,454 sequencing of human scalp,454 GS FLX,LS454
SRX4124000,SAMN09259369,2fb6873db358,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123999,SAMN09259370,0a699b28da3e,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123998,SAMN09259367,66f00f4673e6,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123996,SAMN09259365,3c0d255150df,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123995,SAMN09259366,2944a657f0bf,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123992,SAMN09259371,e520d0207d80,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123991,SAMN09259372,b2e3d7f818b8,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123987,SAMN09259560,75733b11e6c9,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123986,SAMN09259557,62eb740fc170,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123984,SAMN09259555,15f6e78bd4f8,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123983,SAMN09259556,b173690dac9b,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123982,SAMN09259553,2fbc82c78829,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123981,SAMN09259554,883d450763c5,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123980,SAMN09259443,7abfe7eb9411,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123979,SAMN09259444,a51c2afca406,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123970,SAMN09259412,a4785ad86b5d,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123969,SAMN09259572,0a699b28da3e,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123966,SAMN09259334,b313d4e70ae1,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123965,SAMN09259333,77f3971b6844,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123961,SAMN09259337,a5699746ce0e,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123960,SAMN09259342,a60941038640,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123959,SAMN09259341,74420b040455,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123956,SAMN09259571,2fb6873db358,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123955,SAMN09259442,0dfdc00b3950,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123954,SAMN09259441,2c925352ee8d,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123951,SAMN09259438,86d577d5a081,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123950,SAMN09259437,a0a0e77f5c5d,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123947,SAMN09259434,5bae92ca68c8,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123946,SAMN09259433,c9bbb8641f68,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123945,SAMN09259570,0dfdc00b3950,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123944,SAMN09259569,2c925352ee8d,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123942,SAMN09259564,a9c209d4ea25,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123940,SAMN09259566,86d577d5a081,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123939,SAMN09259536,e92a2cb8f303,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123938,SAMN09259565,a0a0e77f5c5d,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123937,SAMN09259505,81e7d8459450,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123936,SAMN09259506,7377936eaea1,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123935,SAMN09259503,9b3955d333a0,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123934,SAMN09259504,d86e01c9778c,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123932,SAMN09259510,53209f2729d9,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123931,SAMN09259507,c9bbb8641f68,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123930,SAMN09259508,5bae92ca68c8,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123929,SAMN09259511,a32316777e6f,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123927,SAMN09259541,18af8faa1241,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123926,SAMN09259542,2750fe6839ee,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123925,SAMN09259431,81e7d8459450,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123924,SAMN09259432,7377936eaea1,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123923,SAMN09259404,4d230a30cf3c,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123921,SAMN09259426,62eb740fc170,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123920,SAMN09259423,b173690dac9b,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123918,SAMN09259429,9b3955d333a0,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123917,SAMN09259430,d86e01c9778c,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123916,SAMN09259427,75733b11e6c9,454 sequencing of human scalp,454 GS FLX,LS454
SRX4123915,SAMN09259428,a9c209d4ea25,454 sequencing of human scalp,454 GS FLX,LS454
SRX4334903,SAMN09534483,280c5e0d14fb,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334902,SAMN09534482,60ac4bbf4904,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334901,SAMN09534481,c09999e974d5,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334900,SAMN09534480,339920b5e9c2,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334899,SAMN09534479,1c333a368bc1,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334898,SAMN09534478,843e9e6733f5,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334897,SAMN09534517,8edff4aed84a,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334883,SAMN09534508,d95994777379,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334882,SAMN09534509,aedbf1743f82,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334881,SAMN09534503,352113cde77c,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334880,SAMN09534504,ec90e1b1ded2,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334879,SAMN09534501,4b81d5f69c2c,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334878,SAMN09534502,a225e336d2d7,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334877,SAMN09534506,7f41aa094c46,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334876,SAMN09534507,dea41bbc9e51,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334875,SAMN09534520,9c53899d1f52,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334874,SAMN09534505,a20acbb49498,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334863,SAMN09534500,1eff9480cd26,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334862,SAMN09534499,f561ecd91cd1,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334860,SAMN09534494,66955a594418,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334859,SAMN09534493,0a4c33401e6f,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334858,SAMN09534495,a1347a328925,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334857,SAMN09534519,0525986c398a,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334856,SAMN09534496,84d034895b40,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334855,SAMN09534516,a276085fce5a,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334854,SAMN09534498,095fea37eea0,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334853,SAMN09534497,43aa9a363178,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334844,SAMN09534522,0bec07e2db91,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334843,SAMN09534521,deeee55f8d94,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334842,SAMN09534511,0f1cb6aa6920,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334841,SAMN09534510,ff37f5a29b4f,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334840,SAMN09534515,22936f6360e2,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334839,SAMN09534514,c65b3fd82609,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334838,SAMN09534513,354c416011b7,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334837,SAMN09534512,29c81b9f1c9e,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334806,SAMN09534484,424f688e26b7,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334805,SAMN09534485,f1efae29e1e3,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334804,SAMN09534486,df0cd1e7a9dd,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334803,SAMN09534518,597cb6953368,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334802,SAMN09534487,28b0d9e68103,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334801,SAMN09534488,7f82b30fd886,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334800,SAMN09534489,fcffd1b1d5f8,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334799,SAMN09534490,4c08fdd466e5,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334798,SAMN09534491,eeefdc4880a6,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334797,SAMN09534492,fee312512d72,Illumina sequencing of human fecal sample,NextSeq 500,ILLUMINA
SRX4334923,SAMN09534444,fcffd1b1d5f8,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334922,SAMN09534443,7f82b30fd886,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334921,SAMN09534436,280c5e0d14fb,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334919,SAMN09534438,f1efae29e1e3,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334918,SAMN09534437,424f688e26b7,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334917,SAMN09534440,df0cd1e7a9dd,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334915,SAMN09534442,28b0d9e68103,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334914,SAMN09534441,597cb6953368,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334895,SAMN09534476,22936f6360e2,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334894,SAMN09534475,c65b3fd82609,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334893,SAMN09534453,84d034895b40,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334892,SAMN09534454,43aa9a363178,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334891,SAMN09534447,fee312512d72,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334890,SAMN09534448,0a4c33401e6f,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334889,SAMN09534445,4c08fdd466e5,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334888,SAMN09534446,eeefdc4880a6,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334887,SAMN09534451,a1347a328925,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334886,SAMN09534452,a276085fce5a,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334885,SAMN09534449,66955a594418,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334884,SAMN09534450,0525986c398a,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334873,SAMN09534462,9c53899d1f52,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334872,SAMN09534461,ec90e1b1ded2,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334871,SAMN09534460,352113cde77c,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334870,SAMN09534459,a225e336d2d7,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334869,SAMN09534458,4b81d5f69c2c,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334868,SAMN09534457,1eff9480cd26,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334867,SAMN09534456,f561ecd91cd1,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334866,SAMN09534455,095fea37eea0,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334865,SAMN09534464,7f41aa094c46,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334864,SAMN09534463,a20acbb49498,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334861,SAMN09534473,354c416011b7,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334852,SAMN09534465,dea41bbc9e51,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334851,SAMN09534466,d95994777379,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334850,SAMN09534467,aedbf1743f82,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334849,SAMN09534468,ff37f5a29b4f,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334848,SAMN09534469,0f1cb6aa6920,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334847,SAMN09534470,deeee55f8d94,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334846,SAMN09534471,0bec07e2db91,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334845,SAMN09534472,29c81b9f1c9e,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334785,SAMN09534433,c09999e974d5,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334784,SAMN09534434,60ac4bbf4904,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
SRX4334783,SAMN09534429,8edff4aed84a,Illumina sequencing of human fecal sample,Illumina MiSeq,ILLUMINA
